"Economic.Sector","Year","Jobs","Pathway"
"Agriculture",2034,3280780.48882065,"Low Emissions-Expansionary"
"Agriculture",2035,3306000.46513169,"Low Emissions-Expansionary"
"Agriculture",2036,3321934.08071534,"Low Emissions-Expansionary"
"Agriculture",2037,3349012.3837424,"Low Emissions-Expansionary"
"Agriculture",2038,3364299.32225297,"Low Emissions-Expansionary"
"Agriculture",2039,3381858.97259462,"Low Emissions-Expansionary"
"Agriculture",2040,3398455.1588762,"Low Emissions-Expansionary"
"Agriculture",2041,3415016.09246561,"Low Emissions-Expansionary"
"Agriculture",2042,3431795.2169181,"Low Emissions-Expansionary"
"Agriculture",2043,3448611.68621,"Low Emissions-Expansionary"
"Agriculture",2044,3457494.01275404,"Low Emissions-Expansionary"
"Agriculture",2045,3466869.22995653,"Low Emissions-Expansionary"
"Agriculture",2046,3476006.56255988,"Low Emissions-Expansionary"
"Agriculture",2047,3484423.77667101,"Low Emissions-Expansionary"
"Agriculture",2048,3492964.9154952,"Low Emissions-Expansionary"
"Agriculture",2049,3501541.42638019,"Low Emissions-Expansionary"
"Agriculture",2050,3509936.92239446,"Low Emissions-Expansionary"
"Construction",2023,1138956.69411857,"Low Emissions-Expansionary"
"Construction",2024,1151523.216,"Low Emissions-Expansionary"
"Construction",2025,1166960.41086564,"Low Emissions-Expansionary"
"Construction",2026,1189416.8350745,"Low Emissions-Expansionary"
"Construction",2027,1199705.37022645,"Low Emissions-Expansionary"
"Construction",2028,1213645.09108202,"Low Emissions-Expansionary"
"Construction",2029,1224513.2689556,"Low Emissions-Expansionary"
"Construction",2030,1236403.08777788,"Low Emissions-Expansionary"
"Construction",2031,1249770.1903328,"Low Emissions-Expansionary"
"Construction",2032,1263175.89771262,"Low Emissions-Expansionary"
"Construction",2033,1276092.9146905,"Low Emissions-Expansionary"
"Construction",2034,1283102.81246891,"Low Emissions-Expansionary"
"Construction",2035,1295048.3973984,"Low Emissions-Expansionary"
"Construction",2036,1293868.05388307,"Low Emissions-Expansionary"
"Construction",2037,1323673.71585481,"Low Emissions-Expansionary"
"Construction",2038,1316803.31517022,"Low Emissions-Expansionary"
"Construction",2039,1330448.30335752,"Low Emissions-Expansionary"
"Construction",2040,1336329.92820154,"Low Emissions-Expansionary"
"Construction",2041,1341531.53764546,"Low Emissions-Expansionary"
"Construction",2042,1350403.62810066,"Low Emissions-Expansionary"
"Construction",2043,1359287.83098766,"Low Emissions-Expansionary"
"Construction",2044,1365907.3744717,"Low Emissions-Expansionary"
"Construction",2045,1376921.42514455,"Low Emissions-Expansionary"
"Construction",2046,1387017.51099679,"Low Emissions-Expansionary"
"Construction",2047,1391996.78637285,"Low Emissions-Expansionary"
"Construction",2048,1397094.64092394,"Low Emissions-Expansionary"
"Construction",2049,1403939.23166782,"Low Emissions-Expansionary"
"Construction",2050,1409508.79480473,"Low Emissions-Expansionary"
"Education, Health and Other Services",2023,528801.322269337,"Low Emissions-Expansionary"
"Education, Health and Other Services",2024,534635.778857143,"Low Emissions-Expansionary"
"Education, Health and Other Services",2025,539826.623347691,"Low Emissions-Expansionary"
"Education, Health and Other Services",2026,545000.233949048,"Low Emissions-Expansionary"
"Education, Health and Other Services",2027,549438.360357853,"Low Emissions-Expansionary"
"Education, Health and Other Services",2028,554345.254982739,"Low Emissions-Expansionary"
"Education, Health and Other Services",2029,558879.974620226,"Low Emissions-Expansionary"
"Education, Health and Other Services",2030,563552.641912675,"Low Emissions-Expansionary"
"Education, Health and Other Services",2031,568406.23617184,"Low Emissions-Expansionary"
"Education, Health and Other Services",2032,573271.96839228,"Low Emissions-Expansionary"
"Education, Health and Other Services",2033,578098.11846078,"Low Emissions-Expansionary"
"Education, Health and Other Services",2034,581128.83370884,"Low Emissions-Expansionary"
"Education, Health and Other Services",2035,585842.328273262,"Low Emissions-Expansionary"
"Education, Health and Other Services",2036,587844.252408627,"Low Emissions-Expansionary"
"Education, Health and Other Services",2037,594846.675150466,"Low Emissions-Expansionary"
"Education, Health and Other Services",2038,596144.154219589,"Low Emissions-Expansionary"
"Education, Health and Other Services",2039,600078.903981499,"Low Emissions-Expansionary"
"Education, Health and Other Services",2040,603023.767807512,"Low Emissions-Expansionary"
"Education, Health and Other Services",2041,605903.760017951,"Low Emissions-Expansionary"
"Education, Health and Other Services",2042,609244.754053683,"Low Emissions-Expansionary"
"Education, Health and Other Services",2043,612609.977500457,"Low Emissions-Expansionary"
"Education, Health and Other Services",2044,614679.520540701,"Low Emissions-Expansionary"
"Education, Health and Other Services",2045,617330.542447281,"Low Emissions-Expansionary"
"Education, Health and Other Services",2046,619865.878281341,"Low Emissions-Expansionary"
"Education, Health and Other Services",2047,621747.584151195,"Low Emissions-Expansionary"
"Education, Health and Other Services",2048,623681.147083358,"Low Emissions-Expansionary"
"Education, Health and Other Services",2049,625843.299317991,"Low Emissions-Expansionary"
"Education, Health and Other Services",2050,627863.995747075,"Low Emissions-Expansionary"
"Electrical and Machinery",2023,111861.81817236,"Low Emissions-Expansionary"
"Electrical and Machinery",2024,113096.030142857,"Low Emissions-Expansionary"
"Electrical and Machinery",2025,124328.637480964,"Low Emissions-Expansionary"
"Electrical and Machinery",2026,148506.781831517,"Low Emissions-Expansionary"
"Electrical and Machinery",2027,151505.449007454,"Low Emissions-Expansionary"
"Electrical and Machinery",2028,160649.509404247,"Low Emissions-Expansionary"
"Electrical and Machinery",2029,164292.529259443,"Low Emissions-Expansionary"
"Electrical and Machinery",2030,169554.169781436,"Low Emissions-Expansionary"
"Electrical and Machinery",2031,177309.311775573,"Low Emissions-Expansionary"
"Electrical and Machinery",2032,185027.450367248,"Low Emissions-Expansionary"
"Electrical and Machinery",2033,191740.113881971,"Low Emissions-Expansionary"
"Electrical and Machinery",2034,193266.197701854,"Low Emissions-Expansionary"
"Electrical and Machinery",2035,198177.759751505,"Low Emissions-Expansionary"
"Electrical and Machinery",2036,185482.063101047,"Low Emissions-Expansionary"
"Electrical and Machinery",2037,221051.231821747,"Low Emissions-Expansionary"
"Electrical and Machinery",2038,198485.852769852,"Low Emissions-Expansionary"
"Electrical and Machinery",2039,211170.954460399,"Low Emissions-Expansionary"
"Electrical and Machinery",2040,210559.381840069,"Low Emissions-Expansionary"
"Electrical and Machinery",2041,208742.420176162,"Low Emissions-Expansionary"
"Electrical and Machinery",2042,213345.747261817,"Low Emissions-Expansionary"
"Electrical and Machinery",2043,217930.826556239,"Low Emissions-Expansionary"
"Electrical and Machinery",2044,223543.186423101,"Low Emissions-Expansionary"
"Electrical and Machinery",2045,236693.124516576,"Low Emissions-Expansionary"
"Electrical and Machinery",2046,248338.65819669,"Low Emissions-Expansionary"
"Electrical and Machinery",2047,251271.3816436,"Low Emissions-Expansionary"
"Electrical and Machinery",2048,254322.837025632,"Low Emissions-Expansionary"
"Electrical and Machinery",2049,260444.384454556,"Low Emissions-Expansionary"
"Electrical and Machinery",2050,264368.039178282,"Low Emissions-Expansionary"
"Electricity, Gas and Water",2023,101692.561974872,"Low Emissions-Expansionary"
"Electricity, Gas and Water",2024,102814.572857143,"Low Emissions-Expansionary"
"Electricity, Gas and Water",2025,104471.233595372,"Low Emissions-Expansionary"
"Electricity, Gas and Water",2026,106519.481504905,"Low Emissions-Expansionary"
"Electricity, Gas and Water",2027,107476.026725923,"Low Emissions-Expansionary"
"Electricity, Gas and Water",2028,109011.186439963,"Low Emissions-Expansionary"
"Electricity, Gas and Water",2029,110140.812673269,"Low Emissions-Expansionary"
"Electricity, Gas and Water",2030,111405.551430681,"Low Emissions-Expansionary"
"Electricity, Gas and Water",2031,112868.175475498,"Low Emissions-Expansionary"
"Electricity, Gas and Water",2032,114338.700230318,"Low Emissions-Expansionary"
"Electricity, Gas and Water",2033,115746.765139851,"Low Emissions-Expansionary"
"Electricity, Gas and Water",2034,116514.372048118,"Low Emissions-Expansionary"
"Electricity, Gas and Water",2035,117805.033651069,"Low Emissions-Expansionary"
"Electricity, Gas and Water",2036,117507.266754014,"Low Emissions-Expansionary"
"Electricity, Gas and Water",2037,121158.652399483,"Low Emissions-Expansionary"
"Electricity, Gas and Water",2038,120127.713319404,"Low Emissions-Expansionary"
"Electricity, Gas and Water",2039,121801.583906658,"Low Emissions-Expansionary"
"Electricity, Gas and Water",2040,122467.22791054,"Low Emissions-Expansionary"
"Electricity, Gas and Water",2041,123053.681611293,"Low Emissions-Expansionary"
"Electricity, Gas and Water",2042,124136.736791994,"Low Emissions-Expansionary"
"Electricity, Gas and Water",2043,125232.206676912,"Low Emissions-Expansionary"
"Electricity, Gas and Water",2044,126170.338436173,"Low Emissions-Expansionary"
"Electricity, Gas and Water",2045,127698.479658248,"Low Emissions-Expansionary"
"Electricity, Gas and Water",2046,129121.71608398,"Low Emissions-Expansionary"
"Electricity, Gas and Water",2047,129889.377919184,"Low Emissions-Expansionary"
"Electricity, Gas and Water",2048,130685.754117288,"Low Emissions-Expansionary"
"Electricity, Gas and Water",2049,131727.730578703,"Low Emissions-Expansionary"
"Electricity, Gas and Water",2050,132618.630754325,"Low Emissions-Expansionary"
"Financial Intermediation and Business Activities",2023,406770.24789949,"Low Emissions-Expansionary"
"Financial Intermediation and Business Activities",2024,411258.291428571,"Low Emissions-Expansionary"
"Financial Intermediation and Business Activities",2025,417174.936445074,"Low Emissions-Expansionary"
"Financial Intermediation and Business Activities",2026,425224.399382182,"Low Emissions-Expansionary"
"Financial Intermediation and Business Activities",2027,429008.52178748,"Low Emissions-Expansionary"
"Financial Intermediation and Business Activities",2028,434214.292009304,"Low Emissions-Expansionary"
"Financial Intermediation and Business Activities",2029,438181.002108681,"Low Emissions-Expansionary"
"Financial Intermediation and Business Activities",2030,442524.544949647,"Low Emissions-Expansionary"
"Financial Intermediation and Business Activities",2031,447428.805678691,"Low Emissions-Expansionary"
"Financial Intermediation and Business Activities",2032,452328.429399237,"Low Emissions-Expansionary"
"Financial Intermediation and Business Activities",2033,457016.509107377,"Low Emissions-Expansionary"
"Financial Intermediation and Business Activities",2034,459477.944176688,"Low Emissions-Expansionary"
"Financial Intermediation and Business Activities",2035,463755.644413943,"Low Emissions-Expansionary"
"Financial Intermediation and Business Activities",2036,462967.819765228,"Low Emissions-Expansionary"
"Financial Intermediation and Business Activities",2037,474255.979313062,"Low Emissions-Expansionary"
"Financial Intermediation and Business Activities",2038,471211.936689993,"Low Emissions-Expansionary"
"Financial Intermediation and Business Activities",2039,476239.432772884,"Low Emissions-Expansionary"
"Financial Intermediation and Business Activities",2040,478209.861528705,"Low Emissions-Expansionary"
"Financial Intermediation and Business Activities",2041,479909.941062663,"Low Emissions-Expansionary"
"Financial Intermediation and Business Activities",2042,483055.220880082,"Low Emissions-Expansionary"
"Financial Intermediation and Business Activities",2043,486201.642880157,"Low Emissions-Expansionary"
"Financial Intermediation and Business Activities",2044,488564.667130554,"Low Emissions-Expansionary"
"Financial Intermediation and Business Activities",2045,492654.543166553,"Low Emissions-Expansionary"
"Financial Intermediation and Business Activities",2046,496382.257210691,"Low Emissions-Expansionary"
"Financial Intermediation and Business Activities",2047,498095.227541234,"Low Emissions-Expansionary"
"Financial Intermediation and Business Activities",2048,499850.392960955,"Low Emissions-Expansionary"
"Financial Intermediation and Business Activities",2049,502288.462700933,"Low Emissions-Expansionary"
"Financial Intermediation and Business Activities",2050,504219.394350794,"Low Emissions-Expansionary"
"Fishing",2023,172877.355357283,"Low Emissions-Expansionary"
"Fishing",2024,174784.773857143,"Low Emissions-Expansionary"
"Fishing",2025,176239.439401706,"Low Emissions-Expansionary"
"Fishing",2026,177695.859360418,"Low Emissions-Expansionary"
"Fishing",2027,179146.069949717,"Low Emissions-Expansionary"
"Fishing",2028,180590.299303693,"Low Emissions-Expansionary"
"Fishing",2029,182038.918310519,"Low Emissions-Expansionary"
"Fishing",2030,183487.034862892,"Low Emissions-Expansionary"
"Fishing",2031,184927.777249882,"Low Emissions-Expansionary"
"Fishing",2032,186367.372090598,"Low Emissions-Expansionary"
"Fishing",2033,187812.606564859,"Low Emissions-Expansionary"
"Fishing",2034,188783.031561754,"Low Emissions-Expansionary"
"Fishing",2035,190223.843304818,"Low Emissions-Expansionary"
"Fishing",2036,191190.280547072,"Low Emissions-Expansionary"
"Fishing",2037,192629.082374478,"Low Emissions-Expansionary"
"Fishing",2038,193592.701266297,"Low Emissions-Expansionary"
"Fishing",2039,194562.708744386,"Low Emissions-Expansionary"
"Fishing",2040,195524.341628751,"Low Emissions-Expansionary"
"Fishing",2041,196488.508716768,"Low Emissions-Expansionary"
"Fishing",2042,197442.868890037,"Low Emissions-Expansionary"
"Fishing",2043,198400.043354366,"Low Emissions-Expansionary"
"Fishing",2044,198895.891077551,"Low Emissions-Expansionary"
"Fishing",2045,199394.061065438,"Low Emissions-Expansionary"
"Fishing",2046,199884.398495094,"Low Emissions-Expansionary"
"Fishing",2047,200364.653171496,"Low Emissions-Expansionary"
"Fishing",2048,200852.354227508,"Low Emissions-Expansionary"
"Fishing",2049,201333.472788665,"Low Emissions-Expansionary"
"Fishing",2050,201813.858591325,"Low Emissions-Expansionary"
"Food & Beverages",2023,223723.636344719,"Low Emissions-Expansionary"
"Food & Beverages",2024,226192.060285714,"Low Emissions-Expansionary"
"Food & Beverages",2025,228083.844059943,"Low Emissions-Expansionary"
"Food & Beverages",2026,229976.208565736,"Low Emissions-Expansionary"
"Food & Beverages",2027,231853.743174063,"Low Emissions-Expansionary"
"Food & Beverages",2028,233726.551743295,"Low Emissions-Expansionary"
"Food & Beverages",2029,235602.654277717,"Low Emissions-Expansionary"
"Food & Beverages",2030,237478.888370003,"Low Emissions-Expansionary"
"Food & Beverages",2031,239346.7464244,"Low Emissions-Expansionary"
"Food & Beverages",2032,241213.156430838,"Low Emissions-Expansionary"
"Food & Beverages",2033,243086.469859492,"Low Emissions-Expansionary"
"Food & Beverages",2034,244343.221264775,"Low Emissions-Expansionary"
"Food & Beverages",2035,246210.144590865,"Low Emissions-Expansionary"
"Food & Beverages",2036,247455.540760585,"Low Emissions-Expansionary"
"Food & Beverages",2037,249333.602582663,"Low Emissions-Expansionary"
"Food & Beverages",2038,250571.044776837,"Low Emissions-Expansionary"
"Food & Beverages",2039,251832.443188601,"Low Emissions-Expansionary"
"Food & Beverages",2040,253077.104394298,"Low Emissions-Expansionary"
"Food & Beverages",2041,254324.50809546,"Low Emissions-Expansionary"
"Food & Beverages",2042,255562.07375765,"Low Emissions-Expansionary"
"Food & Beverages",2043,256803.254528685,"Low Emissions-Expansionary"
"Food & Beverages",2044,257447.994909269,"Low Emissions-Expansionary"
"Food & Beverages",2045,258099.072095177,"Low Emissions-Expansionary"
"Food & Beverages",2046,258739.325759798,"Low Emissions-Expansionary"
"Food & Beverages",2047,259362.635642209,"Low Emissions-Expansionary"
"Food & Beverages",2048,259995.603000849,"Low Emissions-Expansionary"
"Food & Beverages",2049,260621.29741432,"Low Emissions-Expansionary"
"Food & Beverages",2050,261244.970931452,"Low Emissions-Expansionary"
"Hotels and Restaurants",2023,335585.454517079,"Low Emissions-Expansionary"
"Hotels and Restaurants",2024,339288.090428571,"Low Emissions-Expansionary"
"Hotels and Restaurants",2025,342214.375016069,"Low Emissions-Expansionary"
"Hotels and Restaurants",2026,345241.827411508,"Low Emissions-Expansionary"
"Hotels and Restaurants",2027,348072.626496249,"Low Emissions-Expansionary"
"Hotels and Restaurants",2028,350954.679571708,"Low Emissions-Expansionary"
"Hotels and Restaurants",2029,353791.478498266,"Low Emissions-Expansionary"
"Hotels and Restaurants",2030,356643.689823304,"Low Emissions-Expansionary"
"Hotels and Restaurants",2031,359506.599267722,"Low Emissions-Expansionary"
"Hotels and Restaurants",2032,362367.282602647,"Low Emissions-Expansionary"
"Hotels and Restaurants",2033,365229.300158073,"Low Emissions-Expansionary"
"Hotels and Restaurants",2034,367121.856263152,"Low Emissions-Expansionary"
"Hotels and Restaurants",2035,369958.17048543,"Low Emissions-Expansionary"
"Hotels and Restaurants",2036,371703.417634076,"Low Emissions-Expansionary"
"Hotels and Restaurants",2037,374838.45708663,"Low Emissions-Expansionary"
"Hotels and Restaurants",2038,376481.402234992,"Low Emissions-Expansionary"
"Hotels and Restaurants",2039,378484.234055164,"Low Emissions-Expansionary"
"Hotels and Restaurants",2040,380339.955173918,"Low Emissions-Expansionary"
"Hotels and Restaurants",2041,382188.806962588,"Low Emissions-Expansionary"
"Hotels and Restaurants",2042,384082.065216105,"Low Emissions-Expansionary"
"Hotels and Restaurants",2043,385980.703182401,"Low Emissions-Expansionary"
"Hotels and Restaurants",2044,386997.00941839,"Low Emissions-Expansionary"
"Hotels and Restaurants",2045,388092.21370403,"Low Emissions-Expansionary"
"Hotels and Restaurants",2046,389157.568438804,"Low Emissions-Expansionary"
"Hotels and Restaurants",2047,390117.689400122,"Low Emissions-Expansionary"
"Hotels and Restaurants",2048,391093.530658441,"Low Emissions-Expansionary"
"Hotels and Restaurants",2049,392086.998810147,"Low Emissions-Expansionary"
"Hotels and Restaurants",2050,393057.537033912,"Low Emissions-Expansionary"
"Maintenance and Repair",2023,396600.991702003,"Low Emissions-Expansionary"
"Maintenance and Repair",2024,400976.834142857,"Low Emissions-Expansionary"
"Maintenance and Repair",2025,404359.300449057,"Low Emissions-Expansionary"
"Maintenance and Repair",2026,407800.06717983,"Low Emissions-Expansionary"
"Maintenance and Repair",2027,411134.001649347,"Low Emissions-Expansionary"
"Maintenance and Repair",2028,414482.01862945,"Low Emissions-Expansionary"
"Maintenance and Repair",2029,417815.797462527,"Low Emissions-Expansionary"
"Maintenance and Repair",2030,421155.915817319,"Low Emissions-Expansionary"
"Maintenance and Repair",2031,424490.507889744,"Low Emissions-Expansionary"
"Maintenance and Repair",2032,427822.50453579,"Low Emissions-Expansionary"
"Maintenance and Repair",2033,431163.104451934,"Low Emissions-Expansionary"
"Maintenance and Repair",2034,433392.78351899,"Low Emissions-Expansionary"
"Maintenance and Repair",2035,436715.487964119,"Low Emissions-Expansionary"
"Maintenance and Repair",2036,438872.726979048,"Low Emissions-Expansionary"
"Maintenance and Repair",2037,442328.035955462,"Low Emissions-Expansionary"
"Maintenance and Repair",2038,444434.870254955,"Low Emissions-Expansionary"
"Maintenance and Repair",2039,446713.90483661,"Low Emissions-Expansionary"
"Maintenance and Repair",2040,448914.353416925,"Low Emissions-Expansionary"
"Maintenance and Repair",2041,451115.228243778,"Low Emissions-Expansionary"
"Maintenance and Repair",2042,453322.328550322,"Low Emissions-Expansionary"
"Maintenance and Repair",2043,455535.800135325,"Low Emissions-Expansionary"
"Maintenance and Repair",2044,456696.860507446,"Low Emissions-Expansionary"
"Maintenance and Repair",2045,457896.923951909,"Low Emissions-Expansionary"
"Maintenance and Repair",2046,459072.314319026,"Low Emissions-Expansionary"
"Maintenance and Repair",2047,460185.661155306,"Low Emissions-Expansionary"
"Maintenance and Repair",2048,461316.591932236,"Low Emissions-Expansionary"
"Maintenance and Repair",2049,462446.162836566,"Low Emissions-Expansionary"
"Maintenance and Repair",2050,463564.230947521,"Low Emissions-Expansionary"
"Metal Products",2023,132200.330567334,"Low Emissions-Expansionary"
"Metal Products",2024,133658.944714286,"Low Emissions-Expansionary"
"Metal Products",2025,136834.399895887,"Low Emissions-Expansionary"
"Metal Products",2026,142145.74689477,"Low Emissions-Expansionary"
"Metal Products",2027,143707.706082367,"Low Emissions-Expansionary"
"Metal Products",2028,146493.088237081,"Low Emissions-Expansionary"
"Metal Products",2029,148171.02028257,"Low Emissions-Expansionary"
"Metal Products",2030,150165.10071615,"Low Emissions-Expansionary"
"Metal Products",2031,152646.805976113,"Low Emissions-Expansionary"
"Metal Products",2032,155113.831689292,"Low Emissions-Expansionary"
"Metal Products",2033,157377.108406397,"Low Emissions-Expansionary"
"Metal Products",2034,158294.621726776,"Low Emissions-Expansionary"
"Metal Products",2035,160184.187583245,"Low Emissions-Expansionary"
"Metal Products",2036,158241.322206754,"Low Emissions-Expansionary"
"Metal Products",2037,166261.276859566,"Low Emissions-Expansionary"
"Metal Products",2038,162330.209620843,"Low Emissions-Expansionary"
"Metal Products",2039,165458.357447199,"Low Emissions-Expansionary"
"Metal Products",2040,165912.465894213,"Low Emissions-Expansionary"
"Metal Products",2041,166121.842927573,"Low Emissions-Expansionary"
"Metal Products",2042,167606.615317098,"Low Emissions-Expansionary"
"Metal Products",2043,169085.663445294,"Low Emissions-Expansionary"
"Metal Products",2044,170473.957326791,"Low Emissions-Expansionary"
"Metal Products",2045,173370.18189403,"Low Emissions-Expansionary"
"Metal Products",2046,175956.950715682,"Low Emissions-Expansionary"
"Metal Products",2047,176789.116906816,"Low Emissions-Expansionary"
"Metal Products",2048,177646.835911495,"Low Emissions-Expansionary"
"Metal Products",2049,179112.368951112,"Low Emissions-Expansionary"
"Metal Products",2050,180134.440484018,"Low Emissions-Expansionary"
"Mining and Quarrying",2023,111861.81817236,"Low Emissions-Expansionary"
"Mining and Quarrying",2024,113096.030142857,"Low Emissions-Expansionary"
"Mining and Quarrying",2025,114150.303088062,"Low Emissions-Expansionary"
"Mining and Quarrying",2026,115401.496104413,"Low Emissions-Expansionary"
"Mining and Quarrying",2027,116364.879498618,"Low Emissions-Expansionary"
"Mining and Quarrying",2028,117395.963762644,"Low Emissions-Expansionary"
"Mining and Quarrying",2029,118373.434589113,"Low Emissions-Expansionary"
"Mining and Quarrying",2030,119368.672655778,"Low Emissions-Expansionary"
"Mining and Quarrying",2031,120386.371081511,"Low Emissions-Expansionary"
"Mining and Quarrying",2032,121403.941087856,"Low Emissions-Expansionary"
"Mining and Quarrying",2033,122415.531313635,"Low Emissions-Expansionary"
"Mining and Quarrying",2034,123069.685523497,"Low Emissions-Expansionary"
"Mining and Quarrying",2035,124061.363999325,"Low Emissions-Expansionary"
"Mining and Quarrying",2036,124565.656753422,"Low Emissions-Expansionary"
"Mining and Quarrying",2037,125878.850063662,"Low Emissions-Expansionary"
"Mining and Quarrying",2038,126279.402639257,"Low Emissions-Expansionary"
"Mining and Quarrying",2039,127054.041177705,"Low Emissions-Expansionary"
"Mining and Quarrying",2040,127684.635859223,"Low Emissions-Expansionary"
"Mining and Quarrying",2041,128304.858277625,"Low Emissions-Expansionary"
"Mining and Quarrying",2042,128986.700555335,"Low Emissions-Expansionary"
"Mining and Quarrying",2043,129670.770933707,"Low Emissions-Expansionary"
"Mining and Quarrying",2044,130070.851256303,"Low Emissions-Expansionary"
"Mining and Quarrying",2045,130552.029029059,"Low Emissions-Expansionary"
"Mining and Quarrying",2046,131013.079246998,"Low Emissions-Expansionary"
"Mining and Quarrying",2047,131377.048905919,"Low Emissions-Expansionary"
"Mining and Quarrying",2048,131747.7090961,"Low Emissions-Expansionary"
"Mining and Quarrying",2049,132146.841874824,"Low Emissions-Expansionary"
"Mining and Quarrying",2050,132523.120453494,"Low Emissions-Expansionary"
"Other Manufacturing",2023,101692.561974872,"Low Emissions-Expansionary"
"Other Manufacturing",2024,102814.572857143,"Low Emissions-Expansionary"
"Other Manufacturing",2025,103820.459477698,"Low Emissions-Expansionary"
"Other Manufacturing",2026,105149.835636267,"Low Emissions-Expansionary"
"Other Manufacturing",2027,106165.509833639,"Low Emissions-Expansionary"
"Other Manufacturing",2028,107253.344071161,"Low Emissions-Expansionary"
"Other Manufacturing",2029,108252.148501399,"Low Emissions-Expansionary"
"Other Manufacturing",2030,109261.538277522,"Low Emissions-Expansionary"
"Other Manufacturing",2031,110291.33279557,"Low Emissions-Expansionary"
"Other Manufacturing",2032,111310.416796373,"Low Emissions-Expansionary"
"Other Manufacturing",2033,112310.108317958,"Low Emissions-Expansionary"
"Other Manufacturing",2034,112953.829990823,"Low Emissions-Expansionary"
"Other Manufacturing",2035,113911.709267996,"Low Emissions-Expansionary"
"Other Manufacturing",2036,114339.092978978,"Low Emissions-Expansionary"
"Other Manufacturing",2037,115721.352251194,"Low Emissions-Expansionary"
"Other Manufacturing",2038,115997.791579302,"Low Emissions-Expansionary"
"Other Manufacturing",2039,116775.398628458,"Low Emissions-Expansionary"
"Other Manufacturing",2040,117355.986622402,"Low Emissions-Expansionary"
"Other Manufacturing",2041,117918.809660214,"Low Emissions-Expansionary"
"Other Manufacturing",2042,118565.64118286,"Low Emissions-Expansionary"
"Other Manufacturing",2043,119212.699776695,"Low Emissions-Expansionary"
"Other Manufacturing",2044,119606.472041356,"Low Emissions-Expansionary"
"Other Manufacturing",2045,120108.300260276,"Low Emissions-Expansionary"
"Other Manufacturing",2046,120584.029896088,"Low Emissions-Expansionary"
"Other Manufacturing",2047,120930.109270755,"Low Emissions-Expansionary"
"Other Manufacturing",2048,121282.43310467,"Low Emissions-Expansionary"
"Other Manufacturing",2049,121674.910442334,"Low Emissions-Expansionary"
"Other Manufacturing",2050,122036.243321722,"Low Emissions-Expansionary"
"Others",2023,20338.5123949745,"Low Emissions-Expansionary"
"Others",2024,20562.9145714286,"Low Emissions-Expansionary"
"Others",2025,20764.0588741285,"Low Emissions-Expansionary"
"Others",2026,20997.081689764,"Low Emissions-Expansionary"
"Others",2027,21173.1376267356,"Low Emissions-Expansionary"
"Others",2028,21366.2104509871,"Low Emissions-Expansionary"
"Others",2029,21544.2465236351,"Low Emissions-Expansionary"
"Others",2030,21726.8583056698,"Low Emissions-Expansionary"
"Others",2031,21915.724917789,"Low Emissions-Expansionary"
"Others",2032,22104.3906549459,"Low Emissions-Expansionary"
"Others",2033,22290.8941057653,"Low Emissions-Expansionary"
"Others",2034,22407.7421153777,"Low Emissions-Expansionary"
"Others",2035,22588.6980576994,"Low Emissions-Expansionary"
"Others",2036,22664.8363934933,"Low Emissions-Expansionary"
"Others",2037,22932.5180952568,"Low Emissions-Expansionary"
"Others",2038,22980.3904325875,"Low Emissions-Expansionary"
"Others",2039,23128.9287769107,"Low Emissions-Expansionary"
"Others",2040,23238.8052080605,"Low Emissions-Expansionary"
"Others",2041,23345.5551681893,"Low Emissions-Expansionary"
"Others",2042,23469.3674314598,"Low Emissions-Expansionary"
"Others",2043,23593.4525233696,"Low Emissions-Expansionary"
"Others",2044,23667.0222602926,"Low Emissions-Expansionary"
"Others",2045,23762.2288070173,"Low Emissions-Expansionary"
"Others",2046,23852.2661721972,"Low Emissions-Expansionary"
"Others",2047,23916.4408545916,"Low Emissions-Expansionary"
"Others",2048,23981.8174956871,"Low Emissions-Expansionary"
"Others",2049,24055.1195060148,"Low Emissions-Expansionary"
"Others",2050,24122.0997827559,"Low Emissions-Expansionary"
"Petroleum, Chemical and Non-Metallic Mineral Products",2023,254231.404937181,"Low Emissions-Expansionary"
"Petroleum, Chemical and Non-Metallic Mineral Products",2024,257036.432142857,"Low Emissions-Expansionary"
"Petroleum, Chemical and Non-Metallic Mineral Products",2025,261610.738645268,"Low Emissions-Expansionary"
"Petroleum, Chemical and Non-Metallic Mineral Products",2026,267985.68346374,"Low Emissions-Expansionary"
"Petroleum, Chemical and Non-Metallic Mineral Products",2027,270568.949573112,"Low Emissions-Expansionary"
"Petroleum, Chemical and Non-Metallic Mineral Products",2028,274375.787612255,"Low Emissions-Expansionary"
"Petroleum, Chemical and Non-Metallic Mineral Products",2029,277061.79325536,"Low Emissions-Expansionary"
"Petroleum, Chemical and Non-Metallic Mineral Products",2030,280063.457046684,"Low Emissions-Expansionary"
"Petroleum, Chemical and Non-Metallic Mineral Products",2031,283549.52247582,"Low Emissions-Expansionary"
"Petroleum, Chemical and Non-Metallic Mineral Products",2032,287016.850335108,"Low Emissions-Expansionary"
"Petroleum, Chemical and Non-Metallic Mineral Products",2033,290279.530929323,"Low Emissions-Expansionary"
"Petroleum, Chemical and Non-Metallic Mineral Products",2034,291849.450418224,"Low Emissions-Expansionary"
"Petroleum, Chemical and Non-Metallic Mineral Products",2035,294729.377215755,"Low Emissions-Expansionary"
